phenocode	phenostring	category	pval	beta	maf	maf_case	maf_control	n_case	n_control
CHARCOT	Charcot foot	Comorbidities of Diabetes	0.0269861	0.246789	0.114372	0.137931	0.114334	406	249480
G6_ENCEPHOTH	Other encephalitis	Diseases of the nervous system (G6_)	0.0273558	0.196392	0.114863	0.135996	0.114825	620	340340
DM_MACULOPATHY_EXMORE	Diabetic maculopathy	Diabetes endpoints	0.0275658	0.0892054	0.114442	0.122557	0.114353	3115	283472
C3_BREAST_HER2NEG_EXALLC	Malignant neoplasm of breast, HER2-negative	Neoplasms, from cancer register (ICD-O-3)	0.027842	-0.0468689	0.114633	0.110951	0.114948	12783	149394
AB1_TUBERCULOSIS	Tuberculosis	Certain infectious and parasitic diseases (AB1_)	0.0278882	-0.10505	0.114848	0.103429	0.114923	2210	340289
G6_CLUSTHEADACHE_WIDE	Cluster headache, wide	Diseases of the nervous system (G6_)	0.0279898	-0.157969	0.114915	0.097884	0.114978	973	264662
E4_DM2NEU	Type 2 diabetes with neurological complications	Endocrine, nutritional and metabolic diseases (E4_)	0.0285154	0.124362	0.114386	0.123999	0.114332	1619	283224
H8_VESTIFUNCNAS	Other/unspecified disorders of vestibular function	Diseases of the ear and mastoid process (H8_)	0.0289568	-0.176877	0.114876	0.0969467	0.114918	761	326479
I9_CARDMYOINOTH	Cardiomyopathy in other diseases	Diseases of the circulatory system (I9_)	0.0292133	0.467137	0.115042	0.165205	0.115019	106	237263
N14_CHRONEPHROPATH	Chronic nephritic syndrome	Diseases of the genitourinary system (N14_)	0.0293218	0.153065	0.114755	0.131177	0.114706	1001	337446
CD2_BENIGN_STOMACH	Benign neoplasm: Stomach	Neoplasms from hospital discharges (CD2_)	0.0301412	0.1009	0.114848	0.124068	0.114786	2321	340178
H7_GLAUCOMA_XFG	Glaucoma, exfoliation	Diseases of the eye and adnexa (H7_)	0.0306514	0.0949935	0.114656	0.123062	0.114587	2697	326434
H8_NONSUPPNAS	Nonsuppurative otitis media	Diseases of the ear and mastoid process (H8_)	0.0309735	0.0571785	0.114936	0.122159	0.114768	7442	320335
E4_ENDOMETPOSTOP	Postprocedural endocrine and metabolic disorders, not elsewhere classified	Endocrine, nutritional and metabolic diseases (E4_)	0.0318266	0.0886531	0.114934	0.123113	0.114853	2945	296380
M13_ARTHTROSIS_COX_PRIM_ICD10	Coxarthrosis, primary	Diseases of the musculoskeletal system and connective tissue (M13_)	0.0325754	0.0377028	0.114848	0.118679	0.114642	17536	324963
AB1_VIRAL_SKIN_NOS	Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified	Certain infectious and parasitic diseases (AB1_)	0.0331184	-0.156035	0.114789	0.0997568	0.114832	927	330087
Q17_CONGEN_MALFO_MUSCULOS_SYSTEM_NOT_ELSEW_CLASSIFIED	Congenital malformations of the musculoskeletal system, not elsewhere classified	Congenital malformations, deformations and chromosomal abnormalities (Q17)	0.0333903	-0.265607	0.114844	0.0886386	0.114868	316	340190
ABDOM_HERNIA	Hernia of abdominal wall	Diseases of the digestive system (K11_)	0.0334965	-0.0417389	0.114848	0.110426	0.11503	13529	328970
Q17_CRANIOSYNOSTOSIS	Craniosynostosis	Congenital malformations, deformations and chromosomal abnormalities (Q17)	0.0335382	0.184598	0.114848	0.132712	0.114814	660	341839
K11_OTHINFLIV	Other inflammatory liver diseases	Diseases of the digestive system (K11_)	0.034015	0.116996	0.114851	0.126923	0.114792	1629	332951
D3_COMBIMMUDEF	Combined immunodeficiencies	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	0.0349808	0.278716	0.114707	0.144114	0.114682	281	337121
Q17_CONGEN_MALFO_POSTERI_SEGMENT_EYE	Congenital malformations of posterior segment of eye	Congenital malformations, deformations and chromosomal abnormalities (Q17)	0.0356115	0.43214	0.11486	0.15812	0.114845	117	340772
I9_OTHPER	Other peripheral vascular diseases	Diseases of the circulatory system (I9_)	0.0356977	0.10623	0.114869	0.125747	0.114802	1943	317899
CD2_BENIGN_PARATHYROID	Benign neoplasm: Parathyroid gland	Neoplasms from hospital discharges (CD2_)	0.0358955	-0.299938	0.114848	0.0841362	0.11487	243	342256
Q17_OTHER_CONGEN_MALFO_FEMALE_GENITALIA	Other congenital malformations of female genitalia	Congenital malformations, deformations and chromosomal abnormalities (Q17)	0.0359517	0.317526	0.114845	0.146895	0.114825	216	339962
VIRALPNEUMONAS	Viral pneumonia (unknown virus, not influenza)	Interstitial lung disease endpoints	0.0366885	0.137025	0.114941	0.128676	0.114893	1154	330978
K11_ORAL	Diseases of oral cavity, salivary glands and jaws	Diseases of the digestive system (K11_)	0.036735	0.0176278	0.114848	0.116195	0.114293	99981	242518
O15_FALSE_LAB	False labour	Pregnancy, childbirth and the puerperium (O15_)	0.0373267	-0.0448992	0.114522	0.110092	0.114878	12399	154102
H7_GLAUCOMA_NTG	Normotensive glaucoma	Diseases of the eye and adnexa (H7_)	0.0377294	0.111833	0.11464	0.124607	0.114587	1756	326434
CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC_EXALLC	Primary_lymphoid and hematopoietic malignant neoplasms	Neoplasms from hospital discharges (CD2_)	0.0379001	-0.0577036	0.11545	0.110465	0.115571	6610	271463
K11_CHOLELITH	Cholelithiasis	Diseases of the digestive system (K11_)	0.038125	0.0275655	0.11473	0.116764	0.114507	32894	301383
Q17_CONGEN_MALFO_GREAT_ARTERIES	Congenital malformations of great arteries	Congenital malformations, deformations and chromosomal abnormalities (Q17)	0.0382878	0.201447	0.114848	0.137514	0.114813	523	338720
GOUT_KIDNEY	Gout due to impairment of renal function	Rheuma endpoints	0.0384211	0.319829	0.114799	0.148245	0.114778	205	335038
AB1_VIRAL_OTHER_INTEST_INFECTIONS	Viral and other specified intestinal infections	Certain infectious and parasitic diseases (AB1_)	0.0384556	0.0570601	0.114708	0.120349	0.114583	6807	305879
AB1_TRICHOMONIASIS	Trichomoniasis	Certain infectious and parasitic diseases (AB1_)	0.0388499	0.325847	0.114849	0.148241	0.114829	199	332788
M13_ATLOAXSUBLUX	Atlantoaxial subluxation	Diseases of the musculoskeletal system and connective tissue (M13_)	0.0391976	0.371382	0.115051	0.150484	0.115029	154	248831
O15_PREG_VENOUS_HAEMORRH	Venous complications and haemorrhoids in pregnancy	Pregnancy, childbirth and the puerperium (O15_)	0.0396032	0.229164	0.114709	0.136522	0.114656	404	163702
M13_POLNODOSA	Polyarteritis nodosa	Diseases of the musculoskeletal system and connective tissue (M13_)	0.0400193	-0.3549	0.11458	0.0787879	0.114598	165	332115
CD2_BENIGN_TRANSVERSE_COLON	Benign neoplasm: Transverse colon	Neoplasms from hospital discharges (CD2_)	0.0403487	0.100776	0.114848	0.124813	0.114788	2069	340430
M13_ARTHROSIS_OTH	Other arthrosis	Diseases of the musculoskeletal system and connective tissue (M13_)	0.0403766	-0.035876	0.11443	0.111827	0.114646	18355	221323
C3_BRONCHUS_LUNG_EXALLC	Malignant neoplasm of bronchus and lung	Neoplasms, from cancer register (ICD-O-3)	0.0405089	-0.0655185	0.11546	0.110927	0.11555	5118	259583
I9_VARICVEOES	Oesophageal varices	Diseases of the circulatory system (I9_)	0.0406481	0.152525	0.114885	0.13053	0.114837	894	295014
G6_POSTZOST	Postzoster neuralgia	Diseases of the nervous system (G6_)	0.0407831	0.276929	0.114501	0.140542	0.114478	275	301193
K11_CHRONPANC	Chronic pancreatitis	Diseases of the digestive system (K11_)	0.0409176	0.0835522	0.114593	0.123201	0.114507	3002	301383
CD2_BENIGN_NASOPHARYNX	Benign neoplasm: Nasopharynx	Neoplasms from hospital discharges (CD2_)	0.0410223	0.32207	0.114848	0.149368	0.114829	197	342302
K11_ORAL_LICHEN_WIDE_HYPOT_THYRO	Oral lichen ruber planus wide, hypothyreosis or thyroxin	Diseases of the digestive system (K11_)	0.0412079	0.137719	0.114848	0.12798	0.114806	1098	341401
O15_MATERN_CARE_CERVICAL_INCOMPETENCE	Maternal care for cervical incompetence	Pregnancy, childbirth and the puerperium (O15_)	0.0413971	0.150162	0.114445	0.129401	0.114369	921	182858
CHIRBIL_PRIM	Biliary chirrosis, primary	Gastrointestinal endpoints	0.0415968	0.206068	0.112805	0.132742	0.112766	497	257081
C3_BREAST_EXALLC	Malignant neoplasm of breast	Neoplasms, from cancer register (ICD-O-3)	0.0419604	-0.0415537	0.114651	0.111486	0.114948	14000	149394
L12_FOODDERMAT	Dermatitis due to ingested food	Diseases of the skin and subcutaneous tissue (L12_)	0.0421813	-0.155392	0.115167	0.102753	0.115201	864	306909
N14_PHIMOSIS	Redundant prepuce, phimosis and paraphimosis	Diseases of the genitourinary system (N14_)	0.0423701	0.0594563	0.115723	0.122316	0.115359	6082	110070
AB1_GASTROENTERITIS_NOS	Diarrhoea and gastroenteritis of presumed infectious origin	Certain infectious and parasitic diseases (AB1_)	0.042714	0.0290176	0.114816	0.117524	0.114583	26288	305879
CD2_BENIGN_LARYNX	Benign neoplasm: Larynx	Neoplasms from hospital discharges (CD2_)	0.0428726	0.160112	0.114848	0.13138	0.11481	791	341708
G6_ROOTPLEXOTHUNS	Other and unspecified nerve root and plexus disorders, also in other diseases	Diseases of the nervous system (G6_)	0.0439643	0.0682723	0.114552	0.119547	0.114478	4478	301193
C3_COLON_EXALLC	Malignant neoplasm of colon	Neoplasms, from cancer register (ICD-O-3)	0.0440575	-0.078963	0.115472	0.109306	0.11555	3292	259583
E4_LACTONAS	Lactose intolerance, other/unspecified	Endocrine, nutritional and metabolic diseases (E4_)	0.044456	0.177822	0.11489	0.132194	0.114853	635	296380
HLP_C3_CLL	Chronic lymphocytic leukaemia	Neoplasms, from cancer register (ICD-O-3)	0.0446488	-0.199177	0.115513	0.0967961	0.115549	500	259580
C3_CLL_EXALLC	Chronic lymphocytic leukaemia	Neoplasms, from cancer register (ICD-O-3)	0.0446838	-0.199146	0.115513	0.0967961	0.115549	500	259580
RHEUMA_SERONEG	Seronegative rheumatoid arthritis	Rheuma endpoints	0.0449821	0.0767326	0.11418	0.12228	0.114072	3465	261098
K11_ORAL_LEUCOPLAC_RELAT_INCLAVO	Oral leukoplakia and related diseases, including avohilmo	Diseases of the digestive system (K11_)	0.0456815	0.0977714	0.114848	0.125968	0.114781	2063	340436
D3_KELA_IMMUDEF	Kela reimbursement Agammaglobulinemia (D80-84)	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	0.045811	0.322569	0.114701	0.148728	0.114682	188	337121
J10_PNEUMONIA	All pneumoniae	Diseases of the respiratory system (J10_)	0.0459399	0.0217095	0.114848	0.116344	0.114581	52021	290478
AB1_RESP_TUBERCU_NONCONF	Respiratory tuberculosis, not confirmed bacteriologically or histologically	Certain infectious and parasitic diseases (AB1_)	0.0459663	-0.128615	0.114874	0.101177	0.114923	1208	340289
D3_ANAEMIA_B12_DEF	Vitamin B12 deficiency anaemia	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	0.0470295	0.0811582	0.114748	0.122751	0.114675	3021	327922
K11_POSTOPDIS	Postprocedural disorders of digestive system, not elsewhere classified	Diseases of the digestive system (K11_)	0.0476409	-0.166989	0.114747	0.0973763	0.114784	701	328204
K11_HERNIA	Hernia	Diseases of the digestive system (K11_)	0.0483426	-0.0223123	0.114848	0.113159	0.115129	48706	293793
M13_PLANTARFASC	Plantar fascial fibromatosis	Diseases of the musculoskeletal system and connective tissue (M13_)	0.0486127	0.0896173	0.114976	0.124207	0.114888	2424	253122
AB1_DERMATOPHYTOSIS	Dermatophytosis	Certain infectious and parasitic diseases (AB1_)	0.0487966	0.0804648	0.114819	0.121819	0.114755	3027	335444
N14_CALCULOWER	Calculus of lower urinary tract	Diseases of the genitourinary system (N14_)	0.05024	-0.124853	0.114775	0.102731	0.114819	1224	333128
H7_EYELIDINOTH	Disorders of eyelid in diseases classified elsewhere	Diseases of the eye and adnexa (H7_)	0.0507563	-0.155939	0.114851	0.0976029	0.114895	791	314292
AB1_CHLAMYDIA_OTHER	Other sexually transmitted chlamydial diseases	Certain infectious and parasitic diseases (AB1_)	0.0508253	-0.102795	0.114791	0.107646	0.114829	1777	332788
K11_CHOLANGI	Cholangitis (primary sclerosing, PSC)	Diseases of the digestive system (K11_)	0.0508757	0.11284	0.114565	0.126131	0.114507	1491	301383
P16_BACTERIAL_SEPSIS_NEWBO	Bacterial sepsis of newborn	Certain conditions originating in the perinatal period (P16_)	0.0509554	0.411185	0.114843	0.168182	0.114826	110	342270
E4_NONTOXIC_THYROID	Nontoxic goitre/thyroid nodule	Endocrine, nutritional and metabolic diseases (E4_)	0.0512897	0.0483417	0.114848	0.119131	0.11474	8498	334001
F5_MIXPER	Mixed and other personality disorders	Mental and behavioural disorders (F5_)	0.0518931	-0.0905033	0.114825	0.104074	0.114903	2398	332850
AB1_INTESTINAL_INFECTIONS	Intestinal infectious diseases	Certain infectious and parasitic diseases (AB1_)	0.0519242	0.0239534	0.114848	0.117066	0.114583	36620	305879
D3_HEREDOTHCLOFACTORS	Hereditary deficiency of other clotting factors	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	0.0519733	-0.303749	0.114835	0.0843331	0.114853	202	337408
OSTPOPATFRACTURE	Drug-induced osteoporosis with pathological fracture	Rheuma endpoints	0.0521903	0.247199	0.114852	0.139344	0.114831	305	341066
ASTHMA_NAS	Asthma, unspecified (mode)	Asthma and related endpoints	0.0529981	-0.0332739	0.114806	0.111436	0.115132	18776	193857
M13_RADICULOPATHY	Radiculopathy	Diseases of the musculoskeletal system and connective tissue (M13_)	0.0532476	0.0624414	0.115128	0.120148	0.115029	4929	248831
ST19_FRACT_NECK	Fracture of neck	Injury, poisoning and certain other consequences of external causes (ST19_)	0.0541801	-0.119911	0.114843	0.102122	0.114892	1288	336380
SLE_STRICT	SLE, strict definition	Rheuma endpoints	0.0544891	0.144617	0.114848	0.13045	0.114809	869	341630
F5_STRESSOTH	Other reaction to severe stress, and adjustment disorders	Mental and behavioural disorders (F5_)	0.0566278	0.0394144	0.115045	0.11851	0.114906	12309	307558
K11_GINGIVITIS_PERIODONTAL	Gingivitis and periodontal diseases	Diseases of the digestive system (K11_)	0.0574474	0.0180773	0.114792	0.116459	0.114293	72558	242518
E4_THYTOXNOD	Thyrotoxicosis with toxic single thyroid nodule	Endocrine, nutritional and metabolic diseases (E4_)	0.0576567	0.295636	0.114648	0.146506	0.114628	202	335290
CD2_BENIGN_BONE_SHORT_LOWER	Benign neoplasm: Short bones of lower limb	Neoplasms from hospital discharges (CD2_)	0.0577205	0.276091	0.114848	0.142324	0.11483	234	342265
L12_PYODERMAGANGRENOSUM	Pyoderma gangrenosum	Diseases of the skin and subcutaneous tissue (L12_)	0.0582519	0.371881	0.11478	0.153543	0.114764	127	321903
H8_EXT_ABSC	Abscess of external ear	Diseases of the ear and mastoid process (H8_)	0.0585329	-0.228154	0.114698	0.0915301	0.114722	341	333917
Q17_OTHER_SPECIFE_CONGEN_MALFO_SYNDR_AFFECTING_MULTIPLE_SYSTEMS	Other specified congenital malformation syndromes affecting multiple systems	Congenital malformations, deformations and chromosomal abnormalities (Q17)	0.0590963	0.207459	0.114842	0.139085	0.114813	405	340224
D3_NONHEREDHYPOGAMMA	Nonhereditary hypogammaglobulinemia	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	0.0600523	0.261861	0.114703	0.14288	0.114682	252	337121
H7_EYELIDFUNC	Other disorders affecting eyelid function	Diseases of the eye and adnexa (H7_)	0.0602907	-0.342027	0.114876	0.0769639	0.114895	155	314292
H7_OPTATROPHY	Optic atrophy	Diseases of the eye and adnexa (H7_)	0.0606457	0.223361	0.114823	0.136177	0.114801	353	340155
I9_HYPTENS	Hypertension	Diseases of the circulatory system (I9_)	0.0615319	0.0178728	0.114854	0.115288	0.114678	98683	243756
M13_TRIGGERFINGER	Trigger finger	Diseases of the musculoskeletal system and connective tissue (M13_)	0.0624727	0.0689532	0.114991	0.122087	0.114888	3673	253122
K11_ALCGASTR	Alcoholic gastritis	Diseases of the digestive system (K11_)	0.0625317	0.210829	0.11502	0.135884	0.114992	389	292256
N14_GLOMER_NEPHRITIS	Glomerulonephritis	Diseases of the genitourinary system (N14_)	0.0627755	0.108591	0.114848	0.12671	0.114798	1450	341049
CD2_BENIGN_RETROPERITONEUM_PERITONEUM	Benign neoplasm of soft tissue of retroperitoneum and peritoneum	Neoplasms from hospital discharges (CD2_)	0.0629492	-0.37322	0.114848	0.0766603	0.114862	124	342375
L12_OTHACUSKINSUNNAS	Other and unspecified acute skin changes due to ultraviolet radiation	Diseases of the skin and subcutaneous tissue (L12_)	0.0641475	-0.160074	0.115037	0.0994058	0.115068	660	331962
H7_HORDEOLUM	Hordeolum and other deep inflammation of eyelid	Diseases of the eye and adnexa (H7_)	0.0644229	0.122234	0.11494	0.127605	0.114895	1134	314292
DM_MONONEURO	Diabetic mononeuropathy	Diabetes endpoints	0.0644525	0.397931	0.114788	0.15566	0.114775	106	340055
C3_FEMALE_GENITAL_EXALLC	malignant neoplasm of female genital organs	Neoplasms, from cancer register (ICD-O-3)	0.0645357	-0.0533781	0.114727	0.109457	0.114948	6268	149394
K11_OESULC_ADVERSE	Ulcer of oesophagus, drug-induced	Diseases of the digestive system (K11_)	0.0648888	0.373777	0.114848	0.147953	0.114836	125	342374
RHEU_ARTHRITIS_OTH	Other arthritis (FG)	Rheuma endpoints	0.064995	0.0427862	0.114219	0.118183	0.114072	9657	261098
ST19_FRACT_FOREA	Fracture of forearm	Injury, poisoning and certain other consequences of external causes (ST19_)	0.0651343	-0.0322434	0.114818	0.111831	0.114979	17201	319704
H7_VASCCILIARY	Hyphaema and other vascular disorders of iris and ciliary body	Diseases of the eye and adnexa (H7_)	0.0664737	0.204388	0.114669	0.13417	0.114645	403	325475
VIRALPNEUMOKNOWN	Viral pneumonia (known virus, not influenza)	Interstitial lung disease endpoints	0.0668052	0.19031	0.114934	0.132863	0.114909	463	331490
D3_OTHNONTHROMBOCYTOPENPURPURA	Other nonthrombocytopenic purpura	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	0.0671908	-0.303808	0.114837	0.0842151	0.114853	179	337408
L12_GRANUANNU	Granuloma annulare	Diseases of the skin and subcutaneous tissue (L12_)	0.068124	0.230212	0.114787	0.138056	0.114764	311	321903
KRA_PSY_DEMENTIA_EXMORE	Any dementia	Psychiatric endpoints from Katri Räikkönen	0.0683219	0.0418114	0.115183	0.116012	0.115144	12042	254976
DM_RETINA_NOS	Unspecified diabetic retinopathy	Diabetes endpoints	0.0691927	0.0738667	0.11474	0.121248	0.11468	3056	333557
AB1_MYCOSES	Mycoses	Certain infectious and parasitic diseases (AB1_)	0.0694081	0.0487068	0.114848	0.119275	0.114755	7055	335444
H7_RETINOPATPREMAT	Retinopathy of prematurity	Diseases of the eye and adnexa (H7_)	0.0707636	0.446983	0.114587	0.1625	0.114575	80	314042
G6_CERCYST	Cerebral cysts	Diseases of the nervous system (G6_)	0.0721971	0.108377	0.114759	0.124996	0.114715	1374	318912
L12_OTHACUSKINSUN	Other acute skin changes due to ultraviolet radiation	Diseases of the skin and subcutaneous tissue (L12_)	0.0723869	-0.134436	0.115032	0.101772	0.115068	884	331962
CD2_BENIGN_PANCREAS	Benign neoplasm: Pancreas	Neoplasms from hospital discharges (CD2_)	0.0724102	-0.190546	0.114848	0.0950471	0.114874	443	342056
C3_GALLBLADDER_EXALLC	Malignant neoplasm of gallbladder	Neoplasms, from cancer register (ICD-O-3)	0.0726758	-0.435513	0.115536	0.0713585	0.11555	84	259583
